source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,parallax_over_error,phot_bp_mean_mag,phot_rp_mean_mag
138763109070314624,46.98153954704216,36.1940056270554,0.2182938882624802,0.3986070679689746,-4.171112972216885,17.717142,1.2977562,1.6926578,18.28604,16.988283
138763315228750592,47.063891948178224,36.209872681378535,1.057395485953781,-1.0402213705229322,-4.174172189300032,17.6033,1.5012455,5.067076,18.278038,16.776793
138763491322753152,47.10485436595324,36.24134663616257,0.004618515468885799,-0.4447540250984661,-0.747787497101575,15.881171,1.601119,0.08026657,16.632935,15.031816
138763590106660736,47.04202053072407,36.21831666521924,0.5421779891667404,-1.3694457515785856,-4.263489274738607,17.823454,1.5899658,3.4378254,18.536337,16.946371
138763796265102848,47.053885934814346,36.25914937784264,-2.1894816978306766,-0.7743077635190876,-3.212879593724007,18.57093,1.3127575,-4.4411263,18.995056,17.682299
138763937999364736,46.964399836966166,36.20720180610441,0.23808285473785945,-0.1956969468017275,-1.0769482435276587,16.69617,1.0056839,3.302953,17.106081,16.100397
138764002423521536,46.996314583900805,36.219789507784874,-0.09312383310733652,1.0870472316350668,-0.7259502865439559,17.876053,1.0873013,-0.6802384,18.353413,17.266111
138764453395428096,47.025098024663215,36.26512339278308,1.9362192135994758,-6.6093550812601,-4.990007641146494,10.449894,1.486927,80.06642,11.136922,9.649995
138764517819610880,47.01519255586271,36.26832713903074,0.15024821044034609,0.3252656270222831,-0.7853224697346896,17.939486,0.8730316,0.93927735,18.297892,17.42486
138765101935164032,47.135410481966865,36.276172517127925,1.9127211725371234,-0.12681880381466137,4.474186056666504,19.43222,2.5500336,4.534085,20.926407,18.376373
138765170654642432,47.114568802223275,36.28154858128147,-1.256396126899416,-1.1383610509841544,-2.0684707630076007,20.229494,1.1823902,-1.1193018,20.59287,19.41048
138765449827832576,47.10367901223717,36.31022002940451,0.7671057364870104,12.029526116421637,-8.113639340336313,13.689833,1.3098431,9.248075,14.220664,12.910821
138765789129940608,47.12798525113299,36.31580392033698,0.2773512574181088,-2.832828269788029,-4.233326768725449,19.715706,2.0026855,0.48852372,20.48544,18.482754
138765862144313472,47.116627842256115,36.33701973413925,,,,21.034775,3.568859,,23.655455,20.086596
138765926568898432,47.15447569354052,36.34342447819377,0.9461535347477013,6.398240597061097,-8.641734118214849,18.052298,1.9241734,5.4852004,19.012482,17.088308
138766235806540672,47.09955004595496,36.324223571506366,0.20823416047221838,0.2997551352592021,-0.5462725877259578,19.702833,1.202322,0.44607952,20.350193,19.147871
